respondent_id,brand_origin,body_type,engine,price,rating
R0004,Asian,Compact,Hybrid,"$45,000",3
R0004,European,SUV,Electric,"$35,000",10
R0004,Domestic,SUV,Hybrid,"$35,000",6
R0004,Domestic,Compact,Electric,"$25,000",7
R0004,European,Compact,Hybrid,"$45,000",6
R0004,Domestic,SUV,Electric,"$25,000",8
R0004,Domestic,Sedan,Electric,"$35,000",5
R0004,Domestic,Sedan,Hybrid,"$35,000",3
R0005,Domestic,SUV,Hybrid,"$25,000",9
R0005,Domestic,Compact,Petrol,"$45,000",5
R0005,Domestic,Sedan,Hybrid,"$35,000",6
R0005,Asian,Compact,Electric,"$45,000",2
R0005,European,Sedan,Petrol,"$25,000",8
R0005,Domestic,Sedan,Electric,"$25,000",8
R0005,Asian,SUV,Petrol,"$35,000",8
R0005,Asian,Sedan,Electric,"$45,000",3
R0005,European,Sedan,Petrol,"$45,000",5
R0005,Asian,SUV,Petrol,"$45,000",6
R0005,European,SUV,Electric,"$35,000",6
R0005,Asian,Compact,Petrol,"$45,000",4
R0005,European,SUV,Hybrid,"$45,000",5
R0005,Asian,Compact,Hybrid,"$45,000",4
R0005,European,SUV,Hybrid,"$35,000",7
R0005,Asian,Sedan,Hybrid,"$25,000",7
R0006,European,SUV,Hybrid,"$25,000",7
R0006,Domestic,Compact,Petrol,"$25,000",8
R0006,Asian,Compact,Electric,"$25,000",6
R0006,Asian,Sedan,Hybrid,"$35,000",4
R0006,Domestic,SUV,Hybrid,"$45,000",4
R0006,Domestic,Compact,Petrol,"$45,000",4
R0006,Asian,SUV,Petrol,"$25,000",7
R0006,European,Sedan,Hybrid,"$35,000",6
R0006,European,Sedan,Electric,"$25,000",6
R0006,European,Sedan,Hybrid,"$25,000",4
R0006,Domestic,Compact,Petrol,"$35,000",5
R0006,European,SUV,Hybrid,"$45,000",4
R0006,Asian,SUV,Electric,"$25,000",6
R0006,Domestic,SUV,Electric,"$25,000",6
R0006,European,SUV,Electric,"$45,000",2
R0006,European,Compact,Petrol,"$25,000",6
R0007,Domestic,Sedan,Petrol,"$25,000",7
R0007,Asian,SUV,Hybrid,"$25,000",6
R0007,Asian,Sedan,Hybrid,"$45,000",4
R0007,Domestic,Compact,Hybrid,"$25,000",6
R0007,Asian,Compact,Hybrid,"$45,000",1
R0007,European,Compact,Petrol,"$25,000",6
R0007,Asian,SUV,Petrol,"$25,000",6
R0007,European,Compact,Electric,"$25,000",5
R0007,Asian,Sedan,Petrol,"$25,000",6
R0007,European,SUV,Hybrid,"$25,000",8
R0007,Domestic,Sedan,Hybrid,"$45,000",6
R0007,Domestic,Compact,Petrol,"$45,000",4
R0007,Domestic,Compact,Electric,"$45,000",3
R0007,European,SUV,Hybrid,"$45,000",4
R0007,European,Sedan,Petrol,"$35,000",7
R0007,European,SUV,Petrol,"$45,000",3
R0008,Domestic,Sedan,Hybrid,"$45,000",4
R0008,Domestic,Sedan,Petrol,"$25,000",6
R0008,European,Compact,Hybrid,"$35,000",5
R0008,Domestic,SUV,Petrol,"$25,000",5
R0008,European,SUV,Petrol,"$45,000",3
R0008,Domestic,Compact,Hybrid,"$45,000",3
R0008,Domestic,Sedan,Electric,"$45,000",4
R0008,Asian,Sedan,Hybrid,"$35,000",4
R0008,Asian,Sedan,Petrol,"$45,000",1
R0008,Asian,Compact,Hybrid,"$35,000",4
R0008,Asian,Compact,Petrol,"$25,000",4
R0008,Domestic,Compact,Hybrid,"$25,000",6
R0008,European,SUV,Electric,"$25,000",6
R0008,Domestic,SUV,Electric,"$25,000",7
R0008,European,Compact,Electric,"$45,000",4
R0008,European,Compact,Hybrid,"$25,000",5
R0009,Domestic,SUV,Hybrid,"$35,000",7
R0009,European,Sedan,Hybrid,"$35,000",8
R0009,European,Compact,Hybrid,"$45,000",9
R0009,Asian,Compact,Electric,"$25,000",10
R0009,Domestic,Compact,Hybrid,"$45,000",8
R0009,Asian,SUV,Electric,"$25,000",9
R0009,Domestic,Compact,Hybrid,"$35,000",8
R0009,Domestic,SUV,Petrol,"$25,000",5
R0009,Asian,Compact,Hybrid,"$25,000",10
R0009,Asian,Compact,Hybrid,"$35,000",7
R0009,European,SUV,Electric,"$45,000",10
R0009,Asian,SUV,Hybrid,"$25,000",9
R0009,Asian,Sedan,Electric,"$35,000",8
R0009,European,SUV,Petrol,"$45,000",6
R0009,Domestic,Sedan,Electric,"$45,000",7
R0009,Domestic,Sedan,Petrol,"$25,000",4
R0010,Asian,Compact,Petrol,"$45,000",5
R0010,Domestic,Compact,Electric,"$35,000",5
R0010,European,SUV,Petrol,"$45,000",8
R0010,European,SUV,Hybrid,"$25,000",9
R0010,Asian,SUV,Hybrid,"$25,000",7
R0010,Asian,SUV,Electric,"$45,000",5
R0010,Asian,SUV,Electric,"$35,000",6
R0010,European,Compact,Petrol,"$25,000",9
R0010,European,Compact,Petrol,"$45,000",9
R0010,Asian,Sedan,Hybrid,"$45,000",4
R0010,Asian,Sedan,Electric,"$35,000",6
R0010,European,Sedan,Hybrid,"$45,000",7
R0010,European,SUV,Electric,"$35,000",5
R0010,Domestic,Sedan,Hybrid,"$45,000",5
R0010,Domestic,Sedan,Electric,"$25,000",8
R0010,Asian,Sedan,Petrol,"$25,000",9
R0011,Domestic,SUV,Electric,"$35,000",5
R0011,European,SUV,Petrol,"$45,000",4
R0011,European,Sedan,Hybrid,"$25,000",7
R0011,European,Sedan,Petrol,"$45,000",4
R0011,Domestic,Sedan,Hybrid,"$25,000",8
R0011,Domestic,SUV,Petrol,"$35,000",7
R0011,Domestic,SUV,Hybrid,"$25,000",9
R0011,Asian,Sedan,Petrol,"$25,000",6
R0011,Asian,Compact,Petrol,"$35,000",5
R0011,European,SUV,Hybrid,"$25,000",6
R0011,European,Sedan,Electric,"$35,000",3
R0011,Asian,Compact,Petrol,"$45,000",3
R0011,European,Sedan,Petrol,"$25,000",6
R0011,Asian,Sedan,Petrol,"$35,000",6
R0011,Asian,Compact,Hybrid,"$25,000",7
R0011,Domestic,SUV,Electric,"$25,000",6
R0012,Asian,SUV,Electric,"$35,000",3
R0012,European,Sedan,Hybrid,"$45,000",6
R0012,European,Compact,Electric,"$35,000",4
R0012,European,SUV,Electric,"$45,000",2
R0012,Asian,SUV,Hybrid,"$45,000",2
R0012,Domestic,Compact,Electric,"$45,000",3
R0012,Asian,Sedan,Electric,"$35,000",5
R0012,European,Compact,Electric,"$25,000",8
R0012,European,Sedan,Petrol,"$25,000",8
R0012,European,Sedan,Hybrid,"$35,000",6
R0012,Asian,Sedan,Petrol,"$45,000",3
R0012,Domestic,Compact,Hybrid,"$45,000",4
R0012,Asian,Sedan,Petrol,"$25,000",6
R0012,European,Compact,Hybrid,"$45,000",5
R0012,European,Compact,Petrol,"$35,000",4
R0012,Domestic,Compact,Petrol,"$45,000",4
R0013,Domestic,Compact,Hybrid,"$25,000",7
R0013,Domestic,Sedan,Electric,"$35,000",6
R0013,Domestic,SUV,Hybrid,"$45,000",3
R0013,Domestic,SUV,Hybrid,"$25,000",7
R0013,Asian,Compact,Electric,"$45,000",2
R0013,Domestic,Sedan,Hybrid,"$25,000",8
R0013,Asian,SUV,Electric,"$35,000",4
R0013,Asian,SUV,Petrol,"$25,000",6
R0013,Domestic,SUV,Petrol,"$45,000",3
R0013,European,Sedan,Petrol,"$35,000",6
R0013,Asian,Sedan,Hybrid,"$25,000",9
R0013,Domestic,Compact,Hybrid,"$45,000",5
R0013,Domestic,Sedan,Hybrid,"$35,000",8
R0013,Asian,SUV,Petrol,"$45,000",3
R0013,European,Compact,Petrol,"$25,000",8
R0013,Asian,Sedan,Petrol,"$45,000",4
R0014,European,Sedan,Petrol,"$25,000",3
R0014,European,Compact,Hybrid,"$45,000",4
R0014,Asian,Compact,Electric,"$35,000",5
R0014,Domestic,Compact,Hybrid,"$45,000",4
R0014,Domestic,SUV,Hybrid,"$45,000",6
R0014,European,SUV,Hybrid,"$25,000",8
R0014,European,SUV,Electric,"$35,000",7
R0014,Asian,SUV,Hybrid,"$35,000",7
R0014,European,Sedan,Electric,"$35,000",6
R0014,Asian,Sedan,Electric,"$45,000",5
R0014,Domestic,Compact,Petrol,"$25,000",3
R0014,Asian,SUV,Petrol,"$35,000",5
R0014,European,Sedan,Petrol,"$45,000",3
R0014,Asian,Compact,Petrol,"$25,000",3
R0014,Domestic,Compact,Electric,"$25,000",6
R0014,Asian,Compact,Hybrid,"$45,000",4
R0015,Asian,SUV,Petrol,"$45,000",4
R0015,European,Compact,Hybrid,"$35,000",5
R0015,European,SUV,Hybrid,"$35,000",6
R0015,Asian,Sedan,Hybrid,"$45,000",5
R0015,Asian,Sedan,Petrol,"$45,000",5
R0015,Domestic,Sedan,Petrol,"$35,000",8
R0015,Domestic,SUV,Petrol,"$45,000",6
R0015,Asian,Compact,Electric,"$45,000",2
R0015,European,Sedan,Electric,"$35,000",5
R0015,Asian,SUV,Petrol,"$35,000",7
R0015,Domestic,SUV,Hybrid,"$25,000",8
R0015,European,SUV,Electric,"$45,000",2
R0015,European,Sedan,Hybrid,"$25,000",8
R0015,European,Compact,Electric,"$45,000",3
R0015,Asian,Compact,Petrol,"$25,000",7
R0015,European,Sedan,Petrol,"$35,000",6
R0016,European,Compact,Petrol,"$35,000",3
R0016,European,Compact,Hybrid,"$25,000",5
R0016,European,SUV,Petrol,"$25,000",5
R0016,Asian,SUV,Petrol,"$25,000",6
R0016,Asian,Compact,Electric,"$45,000",6
R0016,European,SUV,Electric,"$25,000",10
R0016,Domestic,Sedan,Electric,"$45,000",4
R0016,Asian,Sedan,Hybrid,"$25,000",5
R0016,European,SUV,Petrol,"$45,000",3
R0016,Asian,SUV,Electric,"$45,000",5
R0016,European,Compact,Petrol,"$25,000",4
R0016,Asian,Sedan,Petrol,"$35,000",1
R0016,European,Sedan,Electric,"$45,000",4
R0016,Asian,Compact,Hybrid,"$45,000",4
R0016,Domestic,Sedan,Hybrid,"$45,000",3
R0016,Domestic,Compact,Electric,"$45,000",5
R0017,Asian,Compact,Hybrid,"$35,000",3
R0017,Domestic,SUV,Electric,"$25,000",8
R0017,European,SUV,Electric,"$25,000",8
R0017,Asian,Sedan,Electric,"$25,000",6
R0017,Domestic,Sedan,Electric,"$45,000",5
R0017,Domestic,SUV,Petrol,"$35,000",6
R0017,Asian,Sedan,Hybrid,"$35,000",4
R0017,Domestic,Compact,Hybrid,"$45,000",3
R0017,Domestic,Compact,Electric,"$35,000",3
R0017,European,Compact,Electric,"$35,000",5
R0017,Asian,Compact,Petrol,"$25,000",5
R0017,Asian,Compact,Electric,"$45,000",3
R0017,Domestic,Compact,Hybrid,"$25,000",5
R0017,European,Sedan,Hybrid,"$25,000",7
R0017,European,Compact,Petrol,"$45,000",3
R0017,Asian,Sedan,Hybrid,"$25,000",7
R0018,European,SUV,Petrol,"$25,000",5
R0018,Asian,Compact,Electric,"$35,000",8
R0018,European,Sedan,Petrol,"$35,000",2
R0018,Domestic,SUV,Hybrid,"$45,000",5
R0018,Asian,Sedan,Hybrid,"$25,000",8
R0018,European,Compact,Electric,"$35,000",7
R0018,Asian,Sedan,Electric,"$25,000",10
R0018,Domestic,Sedan,Petrol,"$35,000",2
R0018,European,Compact,Electric,"$45,000",8
R0018,Domestic,Compact,Petrol,"$35,000",2
R0018,Domestic,SUV,Hybrid,"$35,000",6
R0018,European,SUV,Petrol,"$35,000",5
R0018,Asian,SUV,Hybrid,"$35,000",7
R0018,Asian,Compact,Electric,"$45,000",6
R0018,Domestic,Sedan,Hybrid,"$45,000",5
R0018,Domestic,Sedan,Electric,"$25,000",9
R0019,European,SUV,Petrol,"$25,000",8
R0019,Domestic,Sedan,Petrol,"$25,000",5
R0019,European,Sedan,Petrol,"$35,000",7
R0019,Domestic,Compact,Electric,"$35,000",7
R0019,European,Sedan,Hybrid,"$45,000",7
R0019,Asian,SUV,Petrol,"$25,000",4
R0019,Domestic,SUV,Electric,"$25,000",8
R0019,Domestic,Sedan,Electric,"$25,000",7
R0019,Domestic,Compact,Hybrid,"$35,000",8
R0019,European,Compact,Hybrid,"$25,000",9
R0019,Asian,Sedan,Petrol,"$45,000",5
R0019,European,Compact,Petrol,"$35,000",5
R0019,Asian,SUV,Electric,"$25,000",8
R0019,Asian,SUV,Petrol,"$35,000",5
R0019,European,Sedan,Electric,"$35,000",6
R0019,European,SUV,Electric,"$45,000",8
R0020,Domestic,SUV,Hybrid,"$25,000",7
R0020,Domestic,Sedan,Petrol,"$45,000",5
R0020,European,Compact,Electric,"$25,000",3
R0020,Domestic,SUV,Petrol,"$25,000",8
R0020,Domestic,Compact,Hybrid,"$25,000",7
R0020,Domestic,SUV,Electric,"$35,000",7
R0020,European,Compact,Hybrid,"$25,000",7
R0020,Domestic,SUV,Petrol,"$35,000",7
R0020,Asian,SUV,Hybrid,"$25,000",7
R0020,European,Compact,Electric,"$35,000",4
R0020,Asian,SUV,Electric,"$45,000",4
R0020,European,Compact,Hybrid,"$35,000",4
R0020,Asian,Sedan,Hybrid,"$35,000",7
R0020,European,SUV,Hybrid,"$35,000",7
R0020,Asian,SUV,Electric,"$25,000",6
R0020,Domestic,Sedan,Hybrid,"$35,000",8
R0021,European,Sedan,Hybrid,"$35,000",5
R0021,Asian,Compact,Petrol,"$45,000",7
R0021,European,Sedan,Petrol,"$45,000",5
R0021,Domestic,Compact,Hybrid,"$25,000",8
R0021,European,Compact,Petrol,"$35,000",4
R0021,Asian,Sedan,Hybrid,"$25,000",8
R0021,Asian,Compact,Petrol,"$25,000",8
R0021,Asian,Compact,Electric,"$35,000",3
R0021,European,Compact,Hybrid,"$35,000",3
R0021,European,Compact,Electric,"$25,000",6
R0021,Asian,Sedan,Petrol,"$25,000",9
R0021,Asian,SUV,Petrol,"$35,000",5
R0021,European,SUV,Hybrid,"$45,000",5
R0021,European,Compact,Electric,"$45,000",3
R0021,Asian,SUV,Hybrid,"$45,000",2
R0021,Domestic,Sedan,Petrol,"$25,000",10
R0022,European,SUV,Hybrid,"$25,000",9
R0022,Asian,Compact,Electric,"$35,000",5
R0022,European,Compact,Petrol,"$35,000",7
R0022,Domestic,Sedan,Electric,"$25,000",10
R0022,Asian,Sedan,Hybrid,"$35,000",9
R0022,Domestic,SUV,Hybrid,"$35,000",10
R0022,Asian,Compact,Electric,"$25,000",4
R0022,European,Sedan,Petrol,"$45,000",7
R0022,Asian,Compact,Hybrid,"$35,000",5
R0022,Domestic,SUV,Petrol,"$45,000",5
R0022,Asian,SUV,Electric,"$45,000",4
R0022,Domestic,Sedan,Petrol,"$35,000",8
R0022,Domestic,Compact,Petrol,"$35,000",6
R0022,European,Sedan,Electric,"$45,000",7
R0022,Domestic,Sedan,Electric,"$45,000",6
R0022,European,Sedan,Hybrid,"$25,000",8
R0023,Asian,Sedan,Electric,"$25,000",9
R0023,European,SUV,Petrol,"$25,000",7
R0023,Asian,Compact,Electric,"$45,000",2
R0023,Asian,Compact,Hybrid,"$25,000",7
R0023,Asian,Sedan,Petrol,"$45,000",4
R0023,Domestic,Sedan,Hybrid,"$25,000",8
R0023,Asian,SUV,Hybrid,"$35,000",6
R0023,European,Compact,Hybrid,"$25,000",5
R0023,Domestic,SUV,Petrol,"$25,000",9
R0023,European,Sedan,Petrol,"$45,000",3
R0023,European,SUV,Hybrid,"$45,000",3
R0023,Asian,SUV,Hybrid,"$25,000",10
R0023,European,Sedan,Hybrid,"$35,000",4
R0023,Domestic,Sedan,Electric,"$45,000",3
R0023,European,Sedan,Hybrid,"$45,000",2
R0023,Domestic,Compact,Electric,"$25,000",7
R0024,European,Compact,Hybrid,"$45,000",6
R0024,European,SUV,Electric,"$45,000",6
R0024,European,Sedan,Petrol,"$25,000",6
R0024,Domestic,SUV,Electric,"$35,000",6
R0024,Domestic,SUV,Petrol,"$25,000",2
R0024,Asian,Compact,Electric,"$45,000",4
R0024,Domestic,SUV,Petrol,"$45,000",3
R0024,Asian,SUV,Hybrid,"$25,000",8
R0024,Domestic,Sedan,Electric,"$25,000",6
R0024,European,SUV,Petrol,"$35,000",6
R0024,Domestic,Compact,Petrol,"$25,000",2
R0024,Domestic,Sedan,Electric,"$35,000",5
R0024,European,Compact,Electric,"$45,000",7
R0024,Asian,SUV,Petrol,"$25,000",4
R0024,Asian,Sedan,Hybrid,"$35,000",7
R0024,Domestic,Sedan,Hybrid,"$25,000",7
R0025,European,SUV,Electric,"$35,000",10
R0025,Domestic,Compact,Petrol,"$25,000",2
R0025,European,Compact,Electric,"$45,000",9
R0025,Domestic,Compact,Electric,"$45,000",9
R0025,Domestic,SUV,Petrol,"$35,000",3
R0025,European,Compact,Electric,"$25,000",8
R0025,European,Compact,Petrol,"$45,000",5
R0025,Asian,SUV,Hybrid,"$45,000",9
R0025,Asian,Compact,Hybrid,"$35,000",7
R0025,Asian,Compact,Electric,"$45,000",9
R0025,Asian,Compact,Hybrid,"$25,000",6
R0025,European,SUV,Hybrid,"$45,000",8
R0025,European,Compact,Hybrid,"$35,000",7
R0025,European,Compact,Hybrid,"$25,000",6
R0025,Asian,Compact,Petrol,"$35,000",2
R0025,Domestic,Compact,Hybrid,"$35,000",4
R0026,Asian,SUV,Petrol,"$35,000",6
R0026,Domestic,Compact,Petrol,"$45,000",4
R0026,Asian,Compact,Petrol,"$45,000",5
R0026,Domestic,Sedan,Electric,"$45,000",5
R0026,European,Compact,Petrol,"$35,000",5
R0026,Domestic,Compact,Hybrid,"$45,000",4
R0026,Asian,Sedan,Petrol,"$35,000",6
R0026,European,Compact,Hybrid,"$45,000",3
R0026,European,Compact,Electric,"$25,000",5
R0026,Domestic,SUV,Hybrid,"$35,000",9
R0026,Domestic,Compact,Petrol,"$35,000",7
R0026,European,Sedan,Electric,"$35,000",5
R0026,Asian,Compact,Electric,"$35,000",6
R0026,Asian,Sedan,Electric,"$25,000",8
R0026,Domestic,Compact,Electric,"$25,000",7
R0026,European,SUV,Hybrid,"$35,000",5
R0027,Asian,Compact,Electric,"$35,000",5
R0027,Asian,SUV,Electric,"$45,000",7
R0027,Asian,Compact,Hybrid,"$25,000",6
R0027,Asian,Sedan,Hybrid,"$25,000",6
R0027,European,Compact,Hybrid,"$25,000",6
R0027,Domestic,Sedan,Petrol,"$45,000",2
R0027,Domestic,Sedan,Electric,"$45,000",4
R0027,Domestic,Sedan,Electric,"$25,000",6
R0027,European,SUV,Hybrid,"$35,000",8
R0027,European,Sedan,Hybrid,"$25,000",6
R0027,Domestic,Sedan,Electric,"$35,000",5
R0027,Asian,SUV,Hybrid,"$45,000",5
R0027,European,Sedan,Petrol,"$35,000",2
R0027,Asian,Sedan,Petrol,"$35,000",2
R0027,Domestic,Compact,Hybrid,"$35,000",5
R0027,Asian,Compact,Electric,"$25,000",8
R0028,Domestic,SUV,Petrol,"$25,000",9
R0028,European,SUV,Petrol,"$25,000",8
R0028,European,Compact,Petrol,"$25,000",8
R0028,Domestic,SUV,Electric,"$35,000",5
R0028,European,Compact,Electric,"$35,000",5
R0028,Domestic,Sedan,Petrol,"$35,000",7
R0028,European,Compact,Electric,"$45,000",3
R0028,European,Compact,Electric,"$25,000",7
R0028,European,Sedan,Hybrid,"$45,000",7
R0028,Asian,SUV,Hybrid,"$25,000",8
R0028,European,SUV,Petrol,"$35,000",8
R0028,Domestic,Sedan,Petrol,"$25,000",7
R0028,European,SUV,Hybrid,"$45,000",7
R0028,Asian,Sedan,Hybrid,"$45,000",4
R0028,Domestic,Compact,Hybrid,"$35,000",7
R0028,European,SUV,Petrol,"$45,000",8
R0029,Asian,Sedan,Hybrid,"$35,000",6
R0029,European,Compact,Electric,"$25,000",7
R0029,Asian,SUV,Petrol,"$35,000",4
R0029,Domestic,Compact,Electric,"$45,000",4
R0029,Domestic,Compact,Petrol,"$35,000",2
R0029,European,Compact,Petrol,"$35,000",3
R0029,Asian,Compact,Hybrid,"$35,000",6
R0029,European,Sedan,Electric,"$25,000",8
R0029,Domestic,SUV,Electric,"$25,000",7
R0029,Domestic,Sedan,Electric,"$45,000",6
R0029,European,SUV,Electric,"$35,000",9
R0029,European,Compact,Petrol,"$45,000",3
R0029,Domestic,Sedan,Electric,"$35,000",5
R0029,Domestic,Sedan,Petrol,"$35,000",2
R0029,European,Sedan,Hybrid,"$45,000",7
R0029,Asian,SUV,Electric,"$25,000",7
R0030,Asian,Sedan,Petrol,"$25,000",3
R0030,European,Sedan,Hybrid,"$25,000",7
R0030,Domestic,Compact,Hybrid,"$45,000",6
R0030,Domestic,Sedan,Hybrid,"$35,000",4
R0030,Asian,SUV,Electric,"$45,000",7
R0030,Domestic,Sedan,Electric,"$35,000",5
R0030,Domestic,Compact,Hybrid,"$35,000",5
R0030,European,SUV,Electric,"$35,000",8
R0030,Domestic,Compact,Electric,"$35,000",7
R0030,European,SUV,Petrol,"$35,000",2
R0030,Asian,SUV,Hybrid,"$35,000",8
R0030,European,Compact,Petrol,"$45,000",3
R0030,Domestic,Sedan,Electric,"$45,000",5
R0030,Domestic,Sedan,Petrol,"$35,000",2
R0030,European,Sedan,Hybrid,"$35,000",8
R0030,Asian,Compact,Electric,"$45,000",6
R0031,European,Sedan,Electric,"$45,000",5
R0031,Domestic,Compact,Petrol,"$35,000",4
R0031,Domestic,Compact,Petrol,"$25,000",5
R0031,European,SUV,Petrol,"$45,000",3
R0031,Domestic,SUV,Electric,"$25,000",6
R0031,Domestic,Sedan,Hybrid,"$25,000",9
R0031,Asian,Sedan,Electric,"$25,000",6
R0031,Domestic,Sedan,Electric,"$45,000",4
R0031,European,Compact,Hybrid,"$25,000",7
R0031,Domestic,Compact,Electric,"$45,000",2
R0031,European,Sedan,Electric,"$25,000",9
R0031,Domestic,Compact,Petrol,"$45,000",3
R0031,European,Sedan,Petrol,"$25,000",7
R0031,Asian,Compact,Hybrid,"$35,000",6
R0031,Domestic,Sedan,Hybrid,"$45,000",6
R0031,European,SUV,Petrol,"$25,000",8
R0032,Domestic,Compact,Petrol,"$45,000",5
R0032,European,Compact,Hybrid,"$25,000",6
R0032,European,Compact,Electric,"$45,000",1
R0032,Asian,SUV,Petrol,"$25,000",9
R0032,European,Sedan,Petrol,"$35,000",10
R0032,Asian,Sedan,Hybrid,"$45,000",3
R0032,Domestic,Compact,Petrol,"$25,000",9
R0032,Asian,Compact,Electric,"$45,000",2
R0032,European,Compact,Electric,"$25,000",5
R0032,European,Sedan,Electric,"$25,000",7
R0032,Asian,SUV,Electric,"$25,000",7
R0032,European,Compact,Petrol,"$25,000",6
R0032,Asian,Sedan,Electric,"$45,000",4
R0032,Asian,Sedan,Hybrid,"$25,000",9
R0032,European,SUV,Hybrid,"$25,000",8
R0032,Domestic,SUV,Electric,"$45,000",3
R0033,European,Compact,Electric,"$35,000",4
R0033,Domestic,Sedan,Electric,"$25,000",9
R0033,Domestic,Sedan,Hybrid,"$25,000",10
R0033,Asian,Sedan,Electric,"$35,000",3
R0033,Domestic,Sedan,Electric,"$45,000",6
R0033,Domestic,SUV,Petrol,"$25,000",10
R0033,European,Sedan,Petrol,"$25,000",9
R0033,European,Sedan,Hybrid,"$25,000",9
R0033,Asian,Compact,Electric,"$25,000",6
R0033,Asian,SUV,Petrol,"$45,000",5
R0033,Domestic,Compact,Petrol,"$45,000",5
R0033,Domestic,Sedan,Petrol,"$45,000",7
R0033,European,Sedan,Hybrid,"$35,000",6
R0033,Domestic,SUV,Petrol,"$35,000",6
R0033,Domestic,SUV,Electric,"$25,000",8
R0033,Asian,Sedan,Electric,"$45,000",3
R0034,Domestic,Compact,Petrol,"$25,000",9
R0034,European,Sedan,Electric,"$25,000",7
R0034,European,Sedan,Electric,"$45,000",3
R0034,European,SUV,Electric,"$45,000",4
R0034,European,Sedan,Hybrid,"$45,000",4
R0034,Domestic,Sedan,Electric,"$25,000",7
R0034,Asian,SUV,Hybrid,"$45,000",3
R0034,Domestic,SUV,Petrol,"$45,000",6
R0034,European,Compact,Electric,"$35,000",4
R0034,Domestic,Compact,Hybrid,"$35,000",7
R0034,European,Sedan,Petrol,"$35,000",8
R0034,European,SUV,Hybrid,"$35,000",8
R0034,Domestic,Compact,Petrol,"$35,000",8
R0034,Asian,SUV,Hybrid,"$35,000",7
R0034,Asian,Sedan,Electric,"$35,000",5
R0034,European,Compact,Electric,"$25,000",7
R0035,Asian,SUV,Petrol,"$25,000",5
R0035,Asian,Compact,Electric,"$25,000",7
R0035,Asian,Sedan,Hybrid,"$25,000",6
R0035,Domestic,SUV,Petrol,"$35,000",3
R0035,Domestic,SUV,Hybrid,"$45,000",7
R0035,European,Compact,Petrol,"$25,000",4
R0035,Asian,SUV,Hybrid,"$35,000",9
R0035,Domestic,Compact,Electric,"$35,000",4
R0035,Asian,Compact,Hybrid,"$45,000",5
R0035,Asian,Sedan,Hybrid,"$35,000",7
R0035,European,Compact,Petrol,"$35,000",2
R0035,Domestic,SUV,Electric,"$35,000",7
R0035,Asian,SUV,Petrol,"$35,000",4
R0035,Domestic,Compact,Hybrid,"$35,000",5
